Disease Mesh ID	Name	isCommon
MESH:D020434	Nerve Palsies, 6th	False
MESH:D020434	Nerve Palsies, VI	False
MESH:D020434	Nerve Palsy, 6th	False
MESH:D020434	Nerve Palsy, VI	False
MESH:D020434	Palsies, 6th Nerve	False
MESH:D020434	Palsies, Abducens Nerve	False
MESH:D020434	Palsies, Lateral Rectus	False
MESH:D020434	Palsies, Sixth Nerve	False
MESH:D020434	Palsies, VI Nerve	False
MESH:D020434	Palsy, 6th Nerve	False
MESH:D020434	Palsy, Abducens Nerve	False
MESH:D020434	Palsy, Lateral Rectus	False
MESH:D020434	Palsy, Sixth Nerve	False
MESH:D020434	Palsy, VI Nerve	False
MESH:D020434	Sixth Cranial Nerve Diseases	False
MESH:D020434	Sixth Cranial Nerve Disorders	False
MESH:D020434	Sixth Cranial Nerve Palsy	False
MESH:D020434	Sixth Nerve Palsies	False
MESH:D020434	Sixth Nerve Palsy	False
MESH:D020434	VI Nerve Palsy	False
MESH:D020434	VIth Cranial Nerve Diseases	False
MESH:D020222	Abducens Nerve Injuries	False
MESH:D020222	Abducens Nerve Trauma	False
MESH:D020222	Abducens Nerve Traumas	False
MESH:D020222	Abducens Neuropathies, Traumatic	False
MESH:D020222	Abducens Neuropathy, Traumatic	False
MESH:D020222	Cranial Nerve VI Injury	False
MESH:D020222	Injuries, Abducens Nerve	False
MESH:D020222	Injury, Abducens Nerve	False
MESH:D020222	Injury, Cranial Nerve VI	False
MESH:D020222	Injury, Sixth Cranial Nerve	False
MESH:D020222	Nerve Injuries, Abducens	False
MESH:D020222	Nerve Injury, Abducens	False
MESH:D020222	Nerve Trauma, Abducens	False
MESH:D020222	Nerve Traumas, Abducens	False
MESH:D020222	Sixth Cranial Nerve Injuries	False
MESH:D020222	Sixth Cranial Nerve Injury	False
MESH:D020222	Sixth-Nerve Palsies, Traumatic	False
MESH:D020222	Sixth Nerve Palsy, Traumatic	False
MESH:D020222	Sixth-Nerve Palsy, Traumatic	False
MESH:D020222	Sixth Nerve Trauma	False
MESH:D020222	Sixth-Nerve Trauma	False
MESH:D020222	Sixth-Nerve Traumas	False
MESH:D020222	Trauma, Abducens Nerve	False
MESH:D020222	Traumas, Abducens Nerve	False
MESH:D020222	Trauma, Sixth-Nerve	False
MESH:D020222	Traumas, Sixth-Nerve	False
MESH:D020222	Traumatic Abducens Neuropathies	False
MESH:D020222	Traumatic Abducens Neuropathy	False
MESH:D020222	Traumatic Sixth-Nerve Palsies	False
MESH:D020222	Traumatic Sixth Nerve Palsy	False
MESH:D020222	Traumatic Sixth-Nerve Palsy	False
MESH:D058739	Crypt Foci, Aberrant	False
MESH:D058739	Foci, Aberrant Crypt	False
MESH:C535555	Aberrant left subclavian artery	False
MESH:C535555	Aberrant right subclavian artery	False
MESH:D000012	ABL	False
MESH:D000012	Acanthocytoses	False
MESH:D000012	Acanthocytosis	False
MESH:D000012	Bassen Kornzweig Disease	False
MESH:D000012	Bassen-Kornzweig Disease	False
MESH:D000012	Bassen Kornzweig Syndrome	False
MESH:D000012	Bassen-Kornzweig Syndrome	False
MESH:D000012	Betalipoprotein Deficiency Disease	False
MESH:D000012	Betalipoprotein Deficiency Diseases	False
MESH:D000012	Deficiency Disease, Betalipoprotein	False
MESH:D000012	Deficiency Diseases, Betalipoprotein	False
MESH:D000012	Disease, Betalipoprotein Deficiency	False
MESH:D000012	Diseases, Betalipoprotein Deficiency	False
MESH:D000012	Microsomal Triglyceride Transfer Protein Deficiency	False
MESH:D000012	Microsomal Triglyceride Transfer Protein Deficiency Disease	False
MESH:D000012	MTP DEFICIENCY	False
MESH:C535556	Mental retardation X-linked, Abidi type	False
MESH:C535556	Mental Retardation, X-Linked, Abidi Type	False
MESH:C535556	MENTAL RETARDATION, X-LINKED, SYNDROMIC, ABIDI TYPE	False
MESH:C535556	MRXSAB	False
MESH:C535556	Short stature, small head circumference, sloping forehead, hearing loss, cupped ears and small testes	False
MESH:C535557	Ablepharon-Macrostomia Syndrome	False
MESH:C536375	Molar I reinclusion	False
MESH:C536375	Secondary retention of permanent molars	False
MESH:D000014	Abnormalities, Drug Induced	False
MESH:D000014	Abnormality, Drug-Induced	False
MESH:D000014	Drug Induced Abnormalities	False
MESH:D000014	Drug-Induced Abnormalities	False
MESH:D000014	Drug-Induced Abnormality	False
MESH:D000015	Multiple Abnormalities	False
MESH:D000016	Abnormalities, Radiation Induced	False
MESH:D000016	Abnormality, Radiation-Induced	False
MESH:D000016	Radiation Induced Abnormalities	False
MESH:D000016	Radiation-Induced Abnormalities	False
MESH:D000016	Radiation-Induced Abnormality	False
MESH:D009008	Abnormality, Severe Teratoid	False
MESH:D009008	Severe Teratoid Abnormalities	False
MESH:D009008	Severe Teratoid Abnormality	False
MESH:D009008	Teratoid Abnormalities, Severe	False
MESH:D009008	Teratoid Abnormality, Severe	False
MESH:D059786	Abnormal Karyotypes	False
MESH:D059786	Karyotype, Abnormal	False
MESH:D059786	Karyotypes, Abnormal	False
MESH:D000026	Abortion, Recurrent	False
MESH:D000026	Abortions, Habitual	False
MESH:D000026	Abortions, Recurrent	False
MESH:D000026	Habitual Abortion	False
MESH:D000026	Habitual Abortions	False
MESH:D000026	Miscarriage, Recurrent	False
MESH:D000026	Miscarriages, Recurrent	False
MESH:D000026	Recurrent Abortion	False
MESH:D000026	Recurrent Abortions	False
MESH:D000026	Recurrent Miscarriage	False
MESH:D000026	Recurrent Miscarriages	False
MESH:D000027	Abortions, Incomplete	False
MESH:D000027	Incomplete Abortion	False
MESH:D000027	Incomplete Abortions	False
MESH:D000030	Abortions, Missed	False
MESH:D000030	Missed Abortion	False
MESH:D000030	Missed Abortions	False
MESH:D000031	Abortions, Septic	False
MESH:D000031	Septic Abortion	False
MESH:D000031	Septic Abortions	False
MESH:D000022	Abortions, Spontaneous	False
MESH:D000022	Abortions, Tubal	False
MESH:D000022	Abortion, Tubal	False
MESH:D000022	Miscarriage	False
MESH:D000022	Miscarriages	False
MESH:D000022	Spontaneous Abortion	False
MESH:D000022	Spontaneous Abortions	False
MESH:D000022	Tubal Abortion	False
MESH:D000022	Tubal Abortions	False
MESH:D000033	Abortions, Threatened	False
MESH:D000033	Threatened Abortion	False
MESH:D000033	Threatened Abortions	False
MESH:D000034	Abortions, Veterinary	False
MESH:D000034	Veterinary Abortion	False
MESH:D000034	Veterinary Abortions	False
MESH:C535558	Abrikosoff's granulous cell tumor	False
MESH:C535558	Abrikosoff's tumor	False
MESH:C535558	Giant granulo-cellular Abrikosov's tumor	False
MESH:C535558	Malignant variant of Abrikosov's tumor	False
MESH:D000037	Abruption, Placental	False
MESH:D000037	Abruptions, Placental	False
MESH:D000037	Placental Abruption	False
MESH:D000037	Placental Abruptions	False
MESH:C535559	Abruzzo-Erickson Syndrome	False
MESH:C535559	Charge-Like Syndrome, X-Linked	False
MESH:C535559	CHARGE like syndrome, X linked	False
MESH:D000038	Abscesses	False
MESH:C535563	Bilateral absence of the tibia	False
MESH:C535563	THM	False
MESH:C535563	Tibia, absence of	False
MESH:C535563	Tibial hemimelia	False
MESH:C535564	Polydactyly with absent tibia	False
MESH:C535564	Tibia, Absence of, with Polydactyly	False
MESH:C535565	Athelia	False
MESH:C535565	Complete absence of breasts	False
MESH:C535566	Vici syndrome	False
MESH:C535567	Absent accessory pancreatic duct of Santorini	False
MESH:C563111	Pseudoprogeria Syndrome	False
MESH:C535568	Familial absence of the patella	False
MESH:C535568	Familial aplasia of the patella	False
MESH:C535568	Patella aplasia-hypoplasia	False
MESH:C535568	PTLAH	False
MESH:C536940	Chromosome 1q21.1 Deletion Syndrome, 200-Kb	False
MESH:C536940	Radial Aplasia-Amegakaryocytic Thrombocytopenia	False
MESH:C536940	Radial Aplasia-Thrombocytopenia Syndrome	False
MESH:C536940	TAR	False
MESH:C536940	TAR Syndrome	False
MESH:C536940	Thrombocytopenia Absent Radii	False
MESH:C536940	Thrombocytopenia absent radius syndrome	False
MESH:C536940	Thrombocytopenia-Absent Radius Syndrome	False
MESH:C535569	Child abuse dwarfism	False
MESH:C535569	Psychosocial dwarfism	False
MESH:D042101	Acalculous Gallbladder Inflammation	False
MESH:D042101	Cholecystitis, Acalculous	False
MESH:D042101	Gallbladder Inflammation, Acalculous	False
MESH:D015823	Acanthamoeba Keratitides	False
MESH:D015823	Keratitides, Acanthamoeba	False
MESH:D015823	Keratitis, Acanthamoeba	False
MESH:D063485	Acanthocheilonemiases	False
MESH:D000051	Acantholyses	False
MESH:D049309	Acanthoma, Clear Cell	False
MESH:D049309	Acanthoma, Degos	False
MESH:D049309	Acanthoma, Pilar Sheath	False
MESH:D049309	Acanthomas	False
MESH:D049309	Acanthomas, Clear Cell	False
MESH:D049309	Acanthomas, Pilar Sheath	False
MESH:D049309	Clear Cell Acanthoma	False
MESH:D049309	Clear Cell Acanthomas	False
MESH:D049309	Degos Acanthoma	False
MESH:D049309	Pilar Sheath Acanthoma	False
MESH:D049309	Pilar Sheath Acanthomas	False
MESH:D000052	Acanthosis Nigrican	False
MESH:D000052	Nigrican, Acanthosis	False
MESH:D000052	Nigricans, Acanthosis	False
MESH:C536000	Acanthosis Nigricans With Muscle Cramps And Acral Enlargement	False
MESH:D020642	Acatalasemia	False
MESH:D020642	Acatalasemia Japanese Type	False
MESH:D020642	Acatalasemia Swiss Type	False
MESH:D020642	Catalase Deficiencies	False
MESH:D020642	Catalase Deficiency	False
MESH:D020642	Deficiencies, Catalase	False
MESH:D020642	Deficiency, Catalase	False
MESH:D020642	Disease, Takahara	False
MESH:D020642	Disease, Takahara's	False
MESH:D020642	Hypocatalasemia	False
MESH:D020642	Hypocatalasia	False
MESH:D020642	Japanese Type, Acatalasemia	False
MESH:D020642	Swiss Type, Acatalasemia	False
MESH:D020642	Takahara Disease	False
MESH:D020642	Takahara's Disease	False
MESH:D020642	Takaharas Disease	False
MESH:D016170	Accelerated Idioventricular Rhythms	False
MESH:D016170	AIVR	False
MESH:D016170	Idioventricular Rhythm, Accelerated	False
MESH:D016170	Idioventricular Rhythms, Accelerated	False
MESH:D016170	Slow Ventricular Tachycardia	False
MESH:D016170	Slow Ventricular Tachycardias	False
MESH:D016170	Ventricular Tachycardia, Slow	False
MESH:D016170	Ventricular Tachycardias, Slow	False
MESH:D058606	Accessory Atrioventricular Bundles	False
MESH:D058606	Accessory Atrioventricular Pathway	False
MESH:D058606	Accessory Atrioventricular Pathways	False
MESH:D058606	Accessory Conducting Pathway	False
MESH:D058606	Accessory Conducting Pathways	False
MESH:D058606	Accessory Pathway, Concealed	False
MESH:D058606	Accessory Pathway, Fasciculoventricular	False
MESH:D058606	Accessory Pathway, Nodoventricular	False
MESH:D058606	Accessory Pathways, Concealed	False
MESH:D058606	Accessory Pathways, Fasciculoventricular	False
MESH:D058606	Accessory Pathways, Nodoventricular	False
MESH:D058606	Atrio Hisian Bypass Tract	False
MESH:D058606	Atrio-Hisian Bypass Tract	False
MESH:D058606	Atrio-Hisian Bypass Tracts	False
MESH:D058606	Atriohisian Fiber	False
MESH:D058606	Atriohisian Fibers	False
MESH:D058606	Atriohisian Tract	False
MESH:D058606	Atriohisian Tracts	False
MESH:D058606	Atrioventricular Bundle, Accessory	False
MESH:D058606	Atrioventricular Bundles, Accessory	False
MESH:D058606	Atrioventricular Pathway, Accessory	False
MESH:D058606	Atrioventricular Pathways, Accessory	False
MESH:D058606	Bundle, Accessory Atrioventricular	False
MESH:D058606	Bundle, Kent	False
MESH:D058606	Bundle of Kent	False
MESH:D058606	Bundles, Accessory Atrioventricular	False
MESH:D058606	Bypass Tract, Atrio-Hisian	False
MESH:D058606	Bypass Tracts, Atrio-Hisian	False
MESH:D058606	Concealed Accessory Pathway	False
MESH:D058606	Concealed Accessory Pathways	False
MESH:D058606	Conducting Pathway, Accessory	False
MESH:D058606	Conducting Pathways, Accessory	False
MESH:D058606	Fasciculoventricular Accessory Pathway	False
MESH:D058606	Fasciculoventricular Accessory Pathways	False
MESH:D058606	Fasciculoventricular Pathway	False
MESH:D058606	Fasciculoventricular Pathways	False
MESH:D058606	Fiber, Atriohisian	False
MESH:D058606	Fibers, Atriohisian	False
MESH:D058606	Fibers, James	False
MESH:D058606	Fibers, Mahaim	False
MESH:D058606	James Fibers	False
MESH:D058606	Kent Bundle	False
MESH:D058606	Mahaim Fibers	False
MESH:D058606	Nodoventricular Accessory Pathway	False
MESH:D058606	Nodoventricular Accessory Pathways	False
MESH:D058606	Nodoventricular Pathway	False
MESH:D058606	Nodoventricular Pathways	False
MESH:D058606	Pathway, Accessory Atrioventricular	False
MESH:D058606	Pathway, Accessory Conducting	False
MESH:D058606	Pathway, Concealed Accessory	False
MESH:D058606	Pathway, Fasciculoventricular	False
MESH:D058606	Pathway, Fasciculoventricular Accessory	False
MESH:D058606	Pathway, Nodoventricular	False
MESH:D058606	Pathway, Nodoventricular Accessory	False
MESH:D058606	Pathways, Accessory Atrioventricular	False
MESH:D058606	Pathways, Accessory Conducting	False
MESH:D058606	Pathways, Concealed Accessory	False
MESH:D058606	Pathways, Fasciculoventricular	False
MESH:D058606	Pathways, Fasciculoventricular Accessory	False
MESH:D058606	Pathways, Nodoventricular	False
MESH:D058606	Pathways, Nodoventricular Accessory	False
MESH:D058606	Tract, Atriohisian	False
MESH:D058606	Tract, Atrio-Hisian Bypass	False
MESH:D058606	Tracts, Atriohisian	False
MESH:D058606	Tracts, Atrio-Hisian Bypass	False
MESH:C536001	Peroneal nerve, accessory deep	False
MESH:C536002	Navicular Bone, Accessory	False
MESH:D020436	Accessory Nerve Disease	False
MESH:D020436	Cranial Nerve Eleven Diseases	False
MESH:D020436	Cranial Nerve Eleven Disorders	False
MESH:D020436	Cranial Nerve XI Diseases	False
MESH:D020436	Eleventh Cranial Nerve Disease	False
MESH:D020436	Spinal Accessory Nerve Diseases	False
MESH:D061227	Accessory Nerve Avulsion	False
MESH:D061227	Accessory Nerve Avulsions	False
MESH:D061227	Accessory Nerve Contusion	False
MESH:D061227	Accessory Nerve Contusions	False
MESH:D061227	Accessory Nerve Injury	False
MESH:D061227	Accessory Nerve Transection	False
MESH:D061227	Accessory Nerve Transections	False
MESH:D061227	Accessory Nerve Trauma	False
MESH:D061227	Accessory Nerve Traumas	False
MESH:D061227	Accessory Neuropathies, Traumatic	False
MESH:D061227	Accessory Neuropathy, Traumatic	False
MESH:D061227	Avulsion, Accessory Nerve	False
MESH:D061227	Avulsions, Accessory Nerve	False
MESH:D061227	Contusion, Accessory Nerve	False
MESH:D061227	Contusions, Accessory Nerve	False
MESH:D061227	Cranial Nerve XI Injury	False
MESH:D061227	Eleventh Cranial Nerve Injuries	False
MESH:D061227	Eleventh Cranial Nerve Injury	False
MESH:D061227	Eleventh-Nerve Palsies, Traumatic	False
MESH:D061227	Eleventh Nerve Palsy, Traumatic	False
MESH:D061227	Eleventh-Nerve Palsy, Traumatic	False
MESH:D061227	Eleventh Nerve Trauma	False
MESH:D061227	Eleventh-Nerve Trauma	False
MESH:D061227	Eleventh-Nerve Traumas	False
MESH:D061227	Injuries, Accessory Nerve	False
MESH:D061227	Injury, Accessory Nerve	False
MESH:D061227	Injury, Cranial Nerve XI	False
MESH:D061227	Injury, Eleventh Cranial Nerve	False
MESH:D061227	Nerve Avulsion, Accessory	False
MESH:D061227	Nerve Avulsions, Accessory	False
MESH:D061227	Nerve Contusion, Accessory	False
MESH:D061227	Nerve Contusions, Accessory	False
MESH:D061227	Nerve Injuries, Accessory	False
MESH:D061227	Nerve Injury, Accessory	False
MESH:D061227	Nerve Transection, Accessory	False
MESH:D061227	Nerve Transections, Accessory	False
MESH:D061227	Nerve Trauma, Accessory	False
MESH:D061227	Nerve Traumas, Accessory	False
MESH:D061227	Neuropathies, Traumatic Accessory	False
MESH:D061227	Neuropathy, Traumatic Accessory	False
MESH:D061227	Palsies, Traumatic Eleventh-Nerve	False
MESH:D061227	Palsy, Traumatic Eleventh-Nerve	False
MESH:D061227	Spinal Accessory Nerve Avulsion	False
MESH:D061227	Spinal Accessory Nerve Contusion	False
MESH:D061227	Spinal Accessory Nerve Injury	False
MESH:D061227	Spinal Accessory Nerve Transection	False
MESH:D061227	Spinal Accessory Nerve Trauma	False
MESH:D061227	Spinal Accessory Neuropathy, Traumatic	False
MESH:D061227	Transection, Accessory Nerve	False
MESH:D061227	Transections, Accessory Nerve	False
MESH:D061227	Trauma, Accessory Nerve	False
MESH:D061227	Trauma, Eleventh-Nerve	False
MESH:D061227	Traumas, Accessory Nerve	False
MESH:D061227	Traumas, Eleventh-Nerve	False
MESH:D061227	Traumatic Accessory Neuropathies	False
MESH:D061227	Traumatic Accessory Neuropathy	False
MESH:D061227	Traumatic Eleventh-Nerve Palsies	False
MESH:D061227	Traumatic Eleventh Nerve Palsy	False
MESH:D061227	Traumatic Eleventh-Nerve Palsy	False
MESH:C535670	Accutane-exposed pregnancies	False
MESH:C535670	Isotretinoin embryopathy	False
MESH:C535670	Isotretinoin (RoAccutane) embryopathy	False
MESH:C562678	ACACA Deficiency	False
MESH:C536008	AAAS	False
MESH:C536008	Aaa Syndrome	False
MESH:C536008	Achalasia-Addisonianism-Alacrima Syndrome	False
MESH:C536008	Achalasia-Addisonian Syndrome	False
MESH:C536008	Achalasia-Alacrima Syndrome	False
MESH:C536008	Achalasia alacrimia syndrome	False
MESH:C536008	Acth-Resistant Adrenal Insufficiency, Achalasia And Alacrima	False
MESH:C536008	ACTH resistant adrenal insufficiency, achalasia and alacrima	False
MESH:C536008	ACTH-RESISTANT ADRENAL INSUFFICIENCY, ACHALASIA AND ALACRIMA ACHALASIA-ALACRIMA SYNDROME, INCLUDED	False
MESH:C536008	Addisonian achalasia syndrome	False
MESH:C536008	Addisonian-Achalasia Syndrome	False
MESH:C536008	Alacrima-Achalasia-Addisonianism	False
MESH:C536008	Alacrima-achalasia-adrenal insufficiency neurologic disorder	False
MESH:C536008	Allgrove syndrome	False
MESH:C536008	Glucocorticoid deficiency and achalasia	False
MESH:C536008	Hypoadrenalism with achalasia	False
MESH:C536008	Infantile achalasia with alacrima	False
MESH:C536008	Triple A syndrome	False
MESH:C536008	Triple-A Syndrome	False
MESH:C536011	Familial esophageal achalasia	False
MESH:C536010	Achalasia microcephaly syndrome	False
MESH:C536010	Achalasia-Microcephaly Syndrome	False
MESH:C536012	Arachnodactyly, receding lower jaw, and joint laxity limited to the hands and feet	False
MESH:C536012	Dysostoses and increased ligament laxity	False
MESH:C536013	Adenoma associated virilism of older women	False
MESH:C536013	Bearded female with diabetes	False
MESH:C536013	Diabetes in bearded women	False
MESH:C536013	Diabetic-bearded woman syndrome	False
MESH:C536014	ACHEIROPODIA	False
MESH:C536014	Acheiropody	False
MESH:C536014	Acheiropody, Brazilian type	False
MESH:C536014	ACHP	False
MESH:C536014	Brazilian type acheiropody	False
MESH:D000126	Achylia Gastrica	False
MESH:D000126	Hypochlorhydria	False
MESH:C579878	Achondrogenesis Syndrome	False
MESH:C536015	ACG1A	False
MESH:C536015	Achondrogenesis, Houston-Harris type	False
MESH:C536015	Achondrogenesis, Type Ia	False
MESH:C536015	Houston-Harris achondrogenesis	False
MESH:C536016	ACG1B	False
MESH:C536016	Achondrogenesis, Fraccaro type	False
MESH:C536016	Achondrogenesis, Type Ib	False
MESH:C536016	Fraccaro achondrogenesis	False
MESH:C536017	ACG2	False
MESH:C536017	Achondrogenesis, Langer-Saldino type	False
MESH:C536017	ACHONDROGENESIS, TYPE IB, FORMERLY HYPOCHONDROGENESIS, INCLUDED	False
MESH:C536017	Achondrogenesis, Type II	False
MESH:C536017	Chondrogenesis imperfecta	False
MESH:C536017	Langer-Saldino achondrogenesis	False
MESH:C536018	Type 3 Achondrogenesis	False
MESH:C536019	Type 4 Achondrogenesis	False
MESH:D000130	ACH	False
MESH:D000130	Achondroplasias	False
MESH:D000130	Achondroplasia, Severe, With Developmental Delay And Acanthosis Nigricans	False
MESH:D000130	Dysplasia, SADDAN	False
MESH:D000130	Dysplasias, SADDAN	False
MESH:D000130	SADDAN	False
MESH:D000130	SADDAN Dysplasia	False
MESH:D000130	SADDAN Dysplasias	False
MESH:D000130	SADDANs	False
MESH:D000130	Severe Achondroplasia with Developmental Delay and Acanthosis Nigricans	False
MESH:D000130	Skeleton Skin Brain Syndrome	False
MESH:D000130	Skeleton-Skin-Brain Syndrome	False
MESH:D000130	Skeleton-Skin-Brain Syndromes	False
MESH:D000130	Syndrome, Skeleton-Skin-Brain	False
MESH:D000130	Syndromes, Skeleton-Skin-Brain	False
MESH:C536020	Agammaglobulinaemia and achondroplasia	False
MESH:C536021	Rod monochromacy	False
MESH:C536021	Rod monochromatism	False
MESH:C536128	ACHM2	False
MESH:C536128	Colorblindness, Total	False
MESH:C536128	RMCH2	False
MESH:C536128	Rod monochromacy 2	False
MESH:C536128	Rod monochromatism 2	False
MESH:C536128	Total color blindness	False
MESH:C536129	ACHM1, FORMERLY	False
MESH:C536129	Achm3	False
MESH:C536129	ACHM 3	False
MESH:C536129	Achromatopsia with myopia	False
MESH:C536129	Pingelapese	False
MESH:C536129	Pingelapese Blindness	False
MESH:C536129	RMCH1, FORMERLY	False
MESH:C536129	ROD MONOCHROMACY 1, FORMERLY	False
MESH:C536129	ROD MONOCHROMATISM 1, FORMERLY	False
MESH:C536129	Total colorblindness with myopia	False
MESH:C538165	Incomplete achromatopsia , X-linked	False
MESH:C538165	X-linked achromatopsia, incomplete	False
MESH:D000137	Acid Base Imbalance	False
MESH:D000137	Acid-Base Imbalances	False
MESH:D000137	Imbalance, Acid-Base	False
MESH:D000137	Imbalances, Acid-Base	False
MESH:C538167	Isovaleric acid CoA dehydrogenase deficiency	False
MESH:C538167	Isovaleric Acid-CoA Dehydrogenase Deficiency	False
MESH:C538167	Isovaleric acidemia	False
MESH:C538167	Isovaleryl CoA carboxylase deficiency	False
MESH:C538167	Isovaleryl-CoA Dehydrogenase Deficiency	False
MESH:C538167	IVA	False
MESH:C538167	IVD DEFICIENCY	False
MESH:D000138	Acidoses	False
MESH:D000138	Acidoses, Metabolic	False
MESH:D000138	Acidosis, Metabolic	False
MESH:D000138	Metabolic Acidoses	False
MESH:D000138	Metabolic Acidosis	False
MESH:D000140	Lactic Acidosis	False
MESH:D000141	Acidosis, Renal Tubular, Type I	False
MESH:D000141	Acidosis, Renal Tubular, Type II	False
MESH:D000141	Autosomal Dominant Distal Renal Tubular Acidosis	False
MESH:D000141	Classic Distal Renal Tubular Acidosis	False
MESH:D000141	Classic Type RTA	False
MESH:D000141	Classic Type RTAs	False
MESH:D000141	Distal Renal Tubular Acidosis	False
MESH:D000141	Gradient Type RTA	False
MESH:D000141	Gradient Type RTAs	False
MESH:D000141	Proximal Renal Tubular Acidosis	False
MESH:D000141	Proximal Type RTA	False
MESH:D000141	Proximal Type RTAs	False
MESH:D000141	Renal Tubular Acidosis	False
MESH:D000141	Renal Tubular Acidosis 1	False
MESH:D000141	Renal Tubular Acidosis, Distal, Autosomal Dominant	False
MESH:D000141	Renal Tubular Acidosis I	False
MESH:D000141	Renal Tubular Acidosis II	False
MESH:D000141	Renal Tubular Acidosis, Proximal	False
MESH:D000141	Renal Tubular Acidosis, Proximal, with Ocular Abnormalities	False
MESH:D000141	Renal Tubular Acidosis, Type I	False
MESH:D000141	Renal Tubular Acidosis, Type II	False
MESH:D000141	RTA, Classic Type	False
MESH:D000141	RTA, Distal Type, Autosomal Dominant	False
MESH:D000141	RTA, Gradient Type	False
MESH:D000141	RTA, Proximal Type	False
MESH:D000141	RTAs, Classic Type	False
MESH:D000141	RTAs, Gradient Type	False
MESH:D000141	RTAs, Proximal Type	False
MESH:D000141	Type II Renal Tubular Acidosis	False
MESH:D000141	Type I Renal Tubular Acidosis	False
MESH:D000142	Acidoses, Respiratory	False
MESH:D000142	Respiratory Acidoses	False
MESH:D000142	Respiratory Acidosis	False
MESH:D000151	Acinetobacter Infection	False
MESH:D000151	Infection, Acinetobacter	False
MESH:D000151	Infection, Mimae	False
MESH:D000151	Infections, Acinetobacter	False
MESH:D000151	Infections, Mimae	False
MESH:D000151	Mimae Infection	False
MESH:D000151	Mimae Infections	False
MESH:C538169	Acitretine embryofetopathy	False
MESH:C538170	Glaucoma, Juvenile, With Unusual Upper Lip And Dental Roots	False
MESH:C538170	Juvenile glaucoma with unusual upper lip and dental roots	False
MESH:C538170	Molar Roots, Pyramidal, With Juvenile Glaucoma And Unusual Upper Lip	False
MESH:C538170	Pyramidal molars, glaucoma, abnormal upper lip	False
MESH:D000069316	Acne Conglobatas	False
MESH:D000069316	Conglobata, Acne	False
MESH:D000069316	Conglobatas, Acne	False
MESH:D017486	Acneiform Eruption	False
MESH:D017486	Eruption, Acneiform	False
MESH:D017486	Eruptions, Acneiform	False
MESH:D000153	Acne, Keloidal	False
MESH:D000153	Acne Keloidalis	False
MESH:D000153	Acne Keloids	False
MESH:D000153	Acne, Nuchal Keloid	False
MESH:D000153	Acnes, Nuchal Keloid	False
MESH:D000153	Capillitii, Dermatitis Papillaris	False
MESH:D000153	Capillitius, Dermatitis Papillaris	False
MESH:D000153	Dermatitis Papillaris Capillitii	False
MESH:D000153	Dermatitis Papillaris Capillitius	False
MESH:D000153	Folliculitis Keloidalis	False
MESH:D000153	Folliculitis Keloidalis Nuchae	False
MESH:D000153	Keloid, Acne	False
MESH:D000153	Keloid Acne, Nuchal	False
MESH:D000153	Keloid Acnes, Nuchal	False
MESH:D000153	Keloidal Acne	False
MESH:D000153	Keloidal Acnes	False
MESH:D000153	Keloidalis Nuchae, Folliculitis	False
MESH:D000153	Keloidalis Nuchae, Lichen	False
MESH:D000153	Keloids, Acne	False
MESH:D000153	Lichen Keloidalis Nuchae	False
MESH:D000153	Nuchae, Folliculitis Keloidalis	False
MESH:D000153	Nuchae, Lichen Keloidalis	False
MESH:D000153	Nuchal Keloid Acne	False
MESH:D000153	Nuchal Keloid Acnes	False
MESH:D000153	Papillaris Capillitii, Dermatitis	False
MESH:D000153	Papillaris Capillitius, Dermatitis	False
MESH:D000152	Acne	False
MESH:C538171	Agranulocytic Angina	False
MESH:C538171	Granulocytopenia, Primary	False
MESH:C538171	Neutropenia, Malignant	False
MESH:C538481	Sporadic CJD	False
MESH:D020083	Acquired Hyperostosis Syndromes	False
MESH:D020083	Hyperostosis Syndrome, Acquired	False
MESH:D020083	Hyperostosis Syndromes, Acquired	False
MESH:D020083	SAPHO Syndrome	False
MESH:D020083	SAPHO Syndromes	False
MESH:D020083	Syndrome, Acquired Hyperostosis	False
MESH:D020083	Syndromes, Acquired Hyperostosis	False
MESH:D020083	Syndrome, SAPHO	False
MESH:D020083	Syndromes, SAPHO	False
MESH:D020083	Synovitis, Acne, Pustlosis, Hyperostosis, and Osteomyelitis	False
MESH:C538174	Hypoprothrombinemia, acquired	False
MESH:C538175	Fish scale disease, acquired	False
MESH:C538175	Ichthyosis acquisita	False
MESH:D000163	Acquired Immune Deficiency Syndrome	False
MESH:D000163	Acquired Immuno Deficiency Syndrome	False
MESH:D000163	Acquired Immuno-Deficiency Syndrome	False
MESH:D000163	Acquired Immunodeficiency Syndromes	False
MESH:D000163	Acquired Immuno-Deficiency Syndromes	False
MESH:D000163	AIDS	False
MESH:D000163	Immunodeficiency Syndrome, Acquired	False
MESH:D000163	Immuno-Deficiency Syndrome, Acquired	False
MESH:D000163	Immunodeficiency Syndromes, Acquired	False
MESH:D000163	Immuno-Deficiency Syndromes, Acquired	False
MESH:D000163	Immunologic Deficiency Syndrome, Acquired	False
MESH:D000163	Syndrome, Acquired Immunodeficiency	False
MESH:D000163	Syndrome, Acquired Immuno-Deficiency	False
MESH:D000163	Syndromes, Acquired Immunodeficiency	False
MESH:D000163	Syndromes, Acquired Immuno-Deficiency	False
MESH:D055673	ACLS	False
MESH:D055673	Acrocallosal Syndromes	False
